type,paperless_billing,payment_method,monthly_charges,total_charges,gender,senior_citizen,partner,dependents,p_i_or_b,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,multiple_lines,customer_duration,target
month-to-month,yes,credit card (automatic),48.8,2555.05,male,1,no,no,internet,dsl,yes,no,no,no,yes,yes,nan,1570.9917448271244,0
one year,no,electronic check,50.75,688.2,male,0,no,no,internet,dsl,no,no,yes,no,yes,yes,nan,442.70351987275154,0
two year,no,mailed check,20.5,398.55,female,0,no,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,567.5712232348992,0
month-to-month,yes,mailed check,70.6,70.6,female,1,no,no,both,fiber optic,no,no,no,no,no,no,no,18.46761266349752,0
month-to-month,no,mailed check,19.55,128.6,male,0,no,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,170.28908290418607,0
two year,no,mailed check,19.55,1240.15,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,1934.8862628659729,0
one year,yes,bank transfer (automatic),70.75,4263.45,female,0,yes,yes,both,dsl,yes,no,yes,yes,yes,no,no,1873.151755459599,0
two year,no,bank transfer (automatic),19.65,978.0,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,1599.7239918067405,0
two year,yes,credit card (automatic),95.75,6849.4,female,0,yes,yes,both,fiber optic,no,yes,yes,no,no,yes,yes,2148.8567520224974,0
month-to-month,yes,electronic check,60.6,1297.8,female,0,no,yes,both,dsl,yes,yes,yes,no,no,no,no,567.347769500661,0
two year,yes,bank transfer (automatic),23.55,1723.95,male,0,yes,no,phone,nan,nan,nan,nan,nan,nan,nan,yes,2176.6321642302814,0
one year,yes,electronic check,104.3,6613.65,female,0,yes,no,both,fiber optic,yes,no,yes,yes,yes,yes,no,1874.7161536886344,0
month-to-month,no,electronic check,45.0,127.1,female,1,no,no,both,dsl,no,no,no,no,no,no,no,78.87362451412493,1
month-to-month,no,electronic check,68.95,119.75,female,0,no,no,both,fiber optic,no,no,no,no,no,no,no,46.693212969952796,1
month-to-month,yes,mailed check,20.25,20.25,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,18.542792553443554,0
two year,no,mailed check,48.9,3527.0,male,0,yes,yes,internet,dsl,yes,no,yes,yes,yes,no,nan,2176.3843094418685,0
month-to-month,yes,mailed check,24.9,24.9,female,0,no,no,internet,dsl,no,no,no,no,no,no,nan,16.850658817280927,0
one year,yes,electronic check,108.85,6287.25,male,1,yes,no,both,fiber optic,yes,yes,yes,no,yes,yes,yes,1752.9362112347114,1
month-to-month,no,credit card (automatic),53.85,259.8,female,0,no,no,both,dsl,yes,no,no,yes,no,no,no,139.3075439315295,1
month-to-month,yes,credit card (automatic),89.45,1430.25,female,0,yes,yes,both,fiber optic,no,yes,yes,no,yes,no,no,474.28818078555656,1
month-to-month,no,mailed check,70.15,735.5,male,0,no,no,both,fiber optic,no,no,no,no,no,no,no,292.7618107072082,0
two year,no,electronic check,85.25,5538.35,male,0,yes,no,both,dsl,yes,yes,no,yes,yes,yes,yes,1997.9922381965991,0
month-to-month,no,mailed check,19.95,170.9,female,0,no,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,232.83926263971597,0
month-to-month,yes,electronic check,65.45,554.45,female,0,no,no,both,dsl,no,yes,no,yes,yes,no,no,230.8737833501498,0
two year,no,mailed check,108.15,6825.65,male,0,yes,yes,both,fiber optic,yes,yes,yes,yes,yes,yes,no,1875.4212820851235,0
one year,yes,credit card (automatic),98.65,6962.85,male,0,yes,no,both,fiber optic,no,no,yes,no,yes,yes,yes,2148.6593865514465,0
one year,yes,electronic check,107.75,6332.75,female,0,no,no,both,fiber optic,yes,yes,yes,no,yes,yes,yes,1752.692813078076,0
one year,yes,electronic check,73.0,2471.25,male,1,no,no,both,dsl,no,no,yes,yes,yes,yes,no,1052.589812134038,0
month-to-month,yes,electronic check,73.75,325.45,female,0,yes,yes,both,fiber optic,no,no,yes,no,no,no,no,109.483363879598,1
month-to-month,yes,electronic check,84.45,1058.6,female,0,no,no,both,fiber optic,no,yes,yes,no,no,no,yes,383.6557270040049,1
month-to-month,no,credit card (automatic),68.15,2656.3,female,0,no,no,both,dsl,no,yes,no,yes,no,yes,yes,1144.7276673529607,0
two year,no,bank transfer (automatic),19.75,1272.05,female,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,1722.2741281233198,0
two year,yes,credit card (automatic),62.8,2278.75,male,0,yes,yes,both,dsl,yes,no,yes,yes,no,no,yes,1112.8443813366036,0
month-to-month,yes,bank transfer (automatic),84.05,4326.8,female,0,yes,yes,both,fiber optic,yes,no,yes,yes,no,no,no,1569.6145935925074,0
month-to-month,yes,electronic check,64.95,493.65,female,1,no,no,both,dsl,no,yes,yes,no,yes,no,no,201.64591730589234,0
month-to-month,yes,electronic check,84.75,1651.95,male,0,no,no,both,fiber optic,yes,no,yes,no,no,no,yes,567.2627324756747,0
month-to-month,yes,mailed check,20.45,254.5,female,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,381.15436570399936,0
month-to-month,yes,electronic check,81.45,912.0,male,0,no,no,both,fiber optic,no,no,no,no,yes,no,no,351.6680553825239,0
one year,no,electronic check,94.4,4295.35,female,0,yes,yes,both,fiber optic,no,yes,yes,no,no,yes,yes,1326.2529726352784,0
two year,no,mailed check,20.15,165.5,male,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,232.29959871952477,0
month-to-month,yes,electronic check,99.85,2331.3,male,0,yes,yes,both,fiber optic,yes,no,no,yes,yes,yes,no,685.9253692698423,1
month-to-month,yes,bank transfer (automatic),55.3,1284.2,male,0,no,yes,both,dsl,no,yes,no,yes,no,no,no,689.5507865426881,0
month-to-month,no,electronic check,69.95,2657.55,male,0,no,no,both,dsl,yes,yes,yes,yes,no,no,yes,1142.8221059910202,0
one year,yes,credit card (automatic),103.75,4188.4,female,1,no,no,both,fiber optic,no,no,yes,yes,yes,yes,yes,1205.9475690001223,0
one year,yes,mailed check,50.6,1288.75,male,0,no,no,internet,dsl,yes,no,no,no,yes,yes,nan,716.0885582727764,0
one year,yes,electronic check,107.75,6521.9,male,0,no,no,both,fiber optic,yes,yes,yes,no,yes,yes,yes,1844.0485408271088,0
two year,yes,credit card (automatic),103.25,7074.4,male,0,yes,yes,both,fiber optic,yes,yes,yes,no,yes,yes,no,2056.6146543606615,0
month-to-month,yes,electronic check,94.65,6747.35,male,0,yes,no,both,fiber optic,no,no,yes,no,yes,yes,no,2178.355573531282,0
month-to-month,no,bank transfer (automatic),46.05,80.35,male,0,no,no,both,dsl,no,no,no,no,no,no,no,48.82361939106964,1
month-to-month,yes,bank transfer (automatic),98.9,1120.95,female,0,no,no,both,fiber optic,yes,no,no,yes,yes,yes,no,351.0086801763469,1
month-to-month,yes,electronic check,74.25,3089.1,male,0,no,no,both,fiber optic,no,no,no,yes,no,no,no,1233.9473558160632,0
two year,yes,credit card (automatic),59.8,3808.2,female,0,yes,no,both,dsl,no,no,no,yes,yes,no,no,1965.4827668406908,0
month-to-month,no,mailed check,20.7,112.75,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,169.9673086620269,0
month-to-month,no,bank transfer (automatic),20.15,156.25,female,0,yes,no,phone,nan,nan,nan,nan,nan,nan,nan,no,228.07123824686633,1
month-to-month,no,credit card (automatic),91.7,2758.15,female,1,no,no,both,fiber optic,yes,yes,yes,no,no,no,yes,900.4306068906174,1
one year,no,bank transfer (automatic),19.7,395.6,female,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,596.8171378603502,0
one year,yes,credit card (automatic),95.65,6744.2,female,0,yes,no,both,fiber optic,no,yes,no,no,yes,yes,no,2089.280259644233,0
two year,no,credit card (automatic),89.45,6435.25,female,1,yes,no,both,fiber optic,no,yes,yes,no,no,yes,no,2148.9331903271895,0
one year,no,bank transfer (automatic),59.1,4134.7,female,0,yes,yes,both,dsl,no,yes,yes,yes,no,no,no,2089.929941176734,0
one year,no,bank transfer (automatic),25.0,1260.7,male,1,no,no,phone,nan,nan,nan,nan,nan,nan,nan,yes,1539.9800617337703,0
two year,yes,mailed check,74.35,4759.55,female,0,yes,no,both,dsl,yes,yes,yes,yes,no,yes,no,1936.2882021207608,0
two year,yes,bank transfer (automatic),105.55,7542.25,male,0,yes,yes,both,fiber optic,yes,no,yes,no,yes,yes,yes,2177.161471838316,0
month-to-month,yes,electronic check,49.45,314.6,female,0,no,no,both,dsl,yes,no,no,no,no,no,no,170.7153792221901,0
two year,yes,electronic check,40.55,1325.85,male,0,yes,yes,internet,dsl,no,no,no,yes,yes,no,nan,1021.4484597276922,0
one year,yes,electronic check,106.8,5914.4,female,0,no,no,both,fiber optic,no,yes,yes,no,yes,yes,yes,1693.0498621505444,0
two year,no,mailed check,53.15,1183.2,female,0,no,yes,internet,dsl,yes,yes,yes,yes,yes,no,nan,627.0399074464817,0
month-to-month,no,mailed check,66.25,620.55,female,0,no,no,both,dsl,no,yes,no,yes,yes,no,no,260.76527172656665,1
month-to-month,yes,credit card (automatic),75.15,216.75,female,0,yes,no,both,fiber optic,no,no,no,no,no,no,yes,78.73580215451398,1
month-to-month,yes,mailed check,20.25,20.25,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,16.09376162631462,1
two year,no,credit card (automatic),72.1,5016.65,male,0,yes,yes,both,dsl,yes,yes,yes,yes,no,no,yes,2176.8371987559153,0
one year,no,bank transfer (automatic),74.1,3833.95,female,0,yes,no,both,dsl,yes,yes,yes,no,no,yes,yes,1601.4090669404077,0
one year,yes,credit card (automatic),94.1,5060.9,female,0,no,no,both,fiber optic,no,no,yes,no,yes,yes,no,1632.0249978934244,0
month-to-month,yes,electronic check,69.8,1221.65,female,0,no,no,both,fiber optic,no,no,no,no,no,no,no,535.8348134299631,0
two year,no,mailed check,113.95,6891.4,female,0,yes,no,both,fiber optic,yes,yes,yes,yes,yes,yes,yes,1873.9710701653069,0
month-to-month,yes,mailed check,59.05,1253.5,female,0,no,no,both,dsl,yes,no,no,yes,no,no,yes,656.2666031663982,0
two year,yes,electronic check,97.85,6841.3,female,0,yes,no,both,fiber optic,no,no,yes,no,yes,yes,yes,2178.5329668858435,0
one year,no,credit card (automatic),19.9,527.5,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,747.9119428382094,0
one year,yes,bank transfer (automatic),106.6,7244.7,female,0,no,yes,both,fiber optic,no,yes,no,yes,yes,yes,yes,2027.203478622211,0
two year,yes,mailed check,84.0,5714.25,male,0,yes,yes,both,dsl,yes,no,yes,yes,yes,yes,yes,1995.4086935167056,0
month-to-month,no,electronic check,83.9,497.55,female,0,no,no,both,fiber optic,no,no,yes,no,no,yes,no,168.79871161878714,1
one year,no,credit card (automatic),54.1,1992.85,male,1,yes,no,both,dsl,no,no,yes,yes,no,no,no,1080.4492638945362,0
month-to-month,yes,bank transfer (automatic),59.65,867.1,male,0,yes,yes,both,dsl,no,no,yes,yes,no,no,yes,444.8405548299021,0
month-to-month,yes,electronic check,19.4,529.8,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,809.769879207102,0
month-to-month,yes,mailed check,78.9,299.75,female,0,yes,yes,both,fiber optic,no,no,no,no,yes,no,no,110.55860374859287,0
one year,yes,credit card (automatic),106.0,4532.3,female,0,no,yes,both,fiber optic,yes,yes,no,yes,yes,yes,no,1295.468405841702,0
month-to-month,yes,electronic check,76.85,663.55,female,0,no,no,both,fiber optic,no,no,no,no,no,no,yes,261.18867326456524,0
month-to-month,yes,credit card (automatic),30.5,208.7,male,0,no,no,internet,dsl,no,yes,no,no,no,no,nan,170.2822795916788,1
two year,no,mailed check,19.65,225.75,male,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,322.6322877957227,0
two year,yes,bank transfer (automatic),84.7,6185.15,female,0,no,no,both,fiber optic,yes,no,no,yes,no,no,yes,2177.363107372787,0
two year,no,credit card (automatic),90.05,6333.4,male,1,yes,no,both,dsl,yes,yes,yes,yes,yes,yes,yes,2118.7493371956825,0
one year,yes,bank transfer (automatic),54.05,2959.8,male,0,yes,no,internet,dsl,no,no,yes,yes,yes,yes,nan,1692.4451757074837,0
one year,no,bank transfer (automatic),25.45,958.45,male,0,no,yes,phone,nan,nan,nan,nan,nan,nan,nan,yes,1174.99358376591,0
one year,no,bank transfer (automatic),69.05,1958.45,male,0,yes,yes,both,dsl,yes,no,no,yes,yes,no,yes,870.5164407616774,0
month-to-month,yes,electronic check,94.25,669.0,male,0,no,no,both,fiber optic,no,yes,no,no,yes,yes,no,201.9366570309805,1
month-to-month,no,electronic check,78.9,1348.95,female,0,yes,no,both,fiber optic,yes,no,no,no,no,no,yes,503.7257767858265,0
two year,yes,bank transfer (automatic),91.15,6637.9,female,0,yes,no,both,dsl,yes,yes,yes,yes,yes,yes,yes,2177.2225856540535,0
month-to-month,yes,credit card (automatic),78.9,2976.95,female,0,no,no,both,dsl,yes,yes,yes,yes,yes,no,yes,1111.1648024521214,0
month-to-month,yes,credit card (automatic),59.1,1011.05,male,1,yes,no,both,dsl,yes,no,no,no,no,yes,no,535.2679119180391,0
two year,yes,credit card (automatic),90.55,6239.05,female,0,yes,yes,both,dsl,yes,yes,yes,yes,yes,yes,yes,2148.866399612222,0
one year,no,mailed check,52.7,3019.7,male,0,no,no,both,dsl,yes,no,yes,no,no,no,no,1692.0947412547107,0
one year,no,bank transfer (automatic),20.05,345.9,male,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,536.4121392563568,0
month-to-month,yes,electronic check,54.2,1739.6,female,0,no,no,both,dsl,no,yes,no,no,no,no,yes,962.9615505858999,0
one year,no,electronic check,94.7,5468.95,female,0,no,no,both,fiber optic,no,yes,no,yes,no,yes,yes,1722.8112363685386,0
two year,yes,electronic check,21.1,937.1,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,1388.5016277288146,0
month-to-month,no,mailed check,49.05,49.05,male,0,no,no,both,dsl,no,no,no,yes,no,no,no,16.707857150919505,0
month-to-month,no,electronic check,75.0,632.95,male,0,yes,no,both,fiber optic,yes,no,no,no,no,no,no,230.18972181583467,1
month-to-month,no,electronic check,70.55,2419.0,female,1,no,no,both,fiber optic,no,no,no,no,no,no,no,1053.878043973116,0
month-to-month,yes,mailed check,70.65,70.65,male,0,yes,yes,both,fiber optic,no,no,no,no,no,no,no,16.475918064395024,1
month-to-month,no,electronic check,76.35,76.35,female,0,no,no,both,fiber optic,no,no,yes,no,no,no,no,17.91825785285336,1
one year,no,credit card (automatic),39.5,1082.75,female,0,no,no,internet,dsl,yes,yes,no,yes,no,no,nan,870.1629969765968,0
one year,yes,credit card (automatic),105.1,7234.8,female,0,yes,yes,both,fiber optic,yes,yes,yes,yes,yes,no,yes,2089.257181584139,0
two year,no,credit card (automatic),20.25,873.4,female,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,1417.7015880204751,0
month-to-month,yes,credit card (automatic),76.15,1992.95,female,0,no,no,both,dsl,yes,no,no,yes,yes,yes,no,746.6678598637203,0
two year,no,bank transfer (automatic),19.55,1463.45,female,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,2176.867738037764,0
two year,yes,mailed check,47.4,3177.25,female,0,no,no,internet,dsl,yes,yes,yes,yes,no,no,nan,1995.8462632800185,0
month-to-month,yes,credit card (automatic),19.45,340.85,male,0,yes,no,phone,nan,nan,nan,nan,nan,nan,nan,no,443.2203501011363,0
one year,yes,mailed check,20.5,365.8,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,503.00630938474086,0
month-to-month,yes,mailed check,19.65,38.8,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,48.37142207646381,0
month-to-month,yes,electronic check,44.1,44.1,female,0,no,no,both,dsl,no,no,no,no,no,no,no,15.122456122529385,1
one year,yes,credit card (automatic),79.5,1264.2,female,0,no,yes,both,fiber optic,no,no,no,yes,no,no,yes,475.03308619424394,0
month-to-month,yes,mailed check,102.65,4108.15,male,0,no,no,both,fiber optic,no,yes,yes,no,yes,yes,yes,1203.3009225830608,0
two year,no,electronic check,80.6,4299.95,female,0,no,no,both,dsl,yes,no,yes,yes,yes,yes,no,1631.394717782183,0
month-to-month,yes,bank transfer (automatic),55.7,2237.55,male,0,no,no,both,dsl,no,no,yes,no,no,no,yes,1234.6895386866595,0
month-to-month,no,electronic check,79.55,151.75,female,0,no,no,both,fiber optic,no,yes,no,no,no,no,yes,49.64592763072575,0
two year,yes,electronic check,106.8,7623.2,male,1,no,no,both,fiber optic,no,yes,no,yes,yes,yes,yes,2150.8065721796506,0
one year,no,bank transfer (automatic),21.05,531.55,female,0,no,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,716.8765188360443,0
two year,no,credit card (automatic),25.65,1740.8,male,1,yes,no,phone,nan,nan,nan,nan,nan,nan,nan,yes,1936.7897961407268,0
one year,yes,electronic check,100.75,6674.65,male,1,yes,no,both,fiber optic,yes,no,no,no,yes,yes,yes,1966.6363810441271,0
month-to-month,no,credit card (automatic),20.35,869.9,female,0,yes,no,phone,nan,nan,nan,nan,nan,nan,nan,no,1264.9850628673648,0
one year,no,mailed check,56.95,1889.5,male,0,no,no,both,dsl,yes,no,yes,no,no,no,no,1022.152385748985,0
month-to-month,yes,credit card (automatic),74.55,1170.5,male,0,no,no,both,fiber optic,no,no,no,yes,no,no,no,475.87832970325803,0
two year,no,bank transfer (automatic),21.0,1107.2,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,1569.6313350399282,0
two year,no,bank transfer (automatic),24.75,1769.6,male,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,yes,2177.5287386207497,0
two year,no,bank transfer (automatic),69.5,3418.2,male,0,no,no,both,dsl,no,no,yes,yes,no,yes,yes,1510.5012888144936,0
month-to-month,no,electronic check,91.25,2964.05,male,0,yes,no,both,fiber optic,no,no,no,no,yes,yes,no,992.926898200954,0
one year,yes,mailed check,60.8,2042.05,female,0,yes,yes,both,dsl,yes,yes,yes,no,no,no,no,1022.1440376743311,0
one year,yes,credit card (automatic),20.55,1403.1,male,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,no,2088.518578726658,0
month-to-month,yes,electronic check,77.75,4458.15,female,0,yes,no,both,fiber optic,no,no,yes,no,no,no,yes,1661.031896906064,1
month-to-month,yes,mailed check,50.15,160.85,male,0,no,no,both,dsl,yes,no,no,no,no,no,no,79.54150852054514,0
one year,no,bank transfer (automatic),24.6,605.25,female,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,yes,715.5903872529899,0
month-to-month,yes,credit card (automatic),83.85,2716.3,male,1,no,no,both,fiber optic,no,yes,yes,no,no,no,yes,992.4439261828657,1
one year,yes,credit card (automatic),94.45,3923.8,female,0,yes,yes,both,fiber optic,yes,yes,no,no,yes,no,yes,1266.7742831304797,0
one year,yes,electronic check,80.2,3581.6,male,0,yes,no,both,dsl,yes,no,yes,no,yes,yes,yes,1296.9165534721992,0
month-to-month,no,credit card (automatic),20.0,198.7,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,no,292.8751131556238,0
two year,yes,bank transfer (automatic),80.95,4233.95,female,0,no,no,both,dsl,no,no,yes,yes,yes,yes,yes,1571.6498836706262,0
month-to-month,yes,credit card (automatic),24.85,493.4,male,0,no,no,phone,nan,nan,nan,nan,nan,nan,nan,yes,656.1464856097363,0
two year,yes,credit card (automatic),82.45,5646.6,female,0,no,no,both,dsl,yes,yes,yes,yes,yes,yes,no,2058.1857224064006,0
two year,yes,credit card (automatic),110.8,7882.25,female,1,yes,no,both,fiber optic,no,yes,yes,yes,yes,yes,yes,2177.6721522344155,0
month-to-month,yes,electronic check,99.8,4259.3,male,1,yes,no,both,fiber optic,no,no,yes,no,yes,yes,yes,1233.3957161594153,1
two year,no,mailed check,20.4,292.4,female,0,yes,no,phone,nan,nan,nan,nan,nan,nan,nan,no,414.87262213958127,0
month-to-month,yes,electronic check,94.6,279.55,male,1,yes,no,both,fiber optic,no,no,no,no,yes,yes,yes,78.96848769149682,1
month-to-month,yes,electronic check,81.95,81.95,female,0,no,no,both,fiber optic,no,no,no,no,no,yes,no,17.43631501038874,1
two year,yes,bank transfer (automatic),96.25,4990.25,male,0,yes,yes,both,fiber optic,no,no,yes,yes,no,yes,yes,1569.160069698831,1
month-to-month,no,credit card (automatic),38.85,1025.15,female,0,yes,yes,internet,dsl,yes,yes,no,yes,no,no,nan,779.132370720086,0
month-to-month,yes,electronic check,94.7,1687.95,male,0,yes,no,both,fiber optic,no,no,no,no,yes,yes,yes,534.6205378705209,1
month-to-month,yes,electronic check,76.05,318.9,male,0,no,no,both,fiber optic,no,no,no,no,no,no,yes,109.22488334838582,1
month-to-month,yes,electronic check,50.5,50.5,male,0,no,no,both,dsl,no,no,yes,no,no,no,no,17.286347227270873,1
month-to-month,yes,bank transfer (automatic),90.05,2169.8,female,0,no,no,both,fiber optic,yes,no,no,no,yes,no,yes,686.9553334944228,1
one year,no,bank transfer (automatic),55.9,3848.8,female,0,yes,no,both,dsl,yes,no,no,yes,no,no,no,2058.2754420430633,0
month-to-month,yes,electronic check,70.05,70.05,male,0,no,no,both,fiber optic,no,no,no,no,no,no,no,18.753842597143063,1
one year,yes,credit card (automatic),25.6,917.15,female,0,yes,yes,phone,nan,nan,nan,nan,nan,nan,nan,yes,1023.3966196124268,0
month-to-month,yes,mailed check,71.05,1837.7,female,0,yes,no,both,dsl,yes,yes,no,yes,no,yes,no,748.5085293664989,0
month-to-month,yes,electronic check,80.5,2088.8,male,0,no,no,both,fiber optic,no,no,no,yes,no,no,yes,777.2766906118015,1
two year,yes,mailed check,20.05,1036.0,male,0,yes,no,phone,nan,nan,nan,nan,nan,nan,nan,no,1448.2734396485077,0
